Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1956-57,24,SYR,NBA,PG,5,NA,97,12,38,0.316,8,12,0.667,15,8,16,32
1957-58,25,SYR,NBA,SG,2,NA,37,4,12,0.333,3,8,0.375,7,2,4,11
1958-59,26,SYR,NBA,PG,9,NA,192,34,74,0.459,14,22,0.636,29,25,41,82
1959-60,27,SYR,NBA,PG,2,NA,18,0,8,0,0,0,NA,3,3,2,0
1960-61,28,SYR,NBA,PG,7,NA,90,17,46,0.37,8,9,0.889,7,5,20,42
1961-62,29,SYR,NBA,PG,5,NA,184,27,69,0.391,17,20,0.85,26,18,17,71
1962-63,30,SYR,NBA,SG,5,NA,77,15,34,0.441,4,7,0.571,8,2,17,34
1963-64,31,PHI,NBA,PG,5,NA,68,12,29,0.414,3,4,0.75,4,4,12,27
1964-65,32,PHI,NBA,PG,11,NA,308,45,118,0.381,14,21,0.667,16,30,45,104
1965-66,33,PHI,NBA,PG,5,NA,64,18,43,0.419,9,12,0.75,10,4,19,45
Career,NA,,NBA,,56,NA,1135,184,471,0.391,80,115,0.696,125,101,193,448
