Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1956-57,24,SYR,NBA,PG,68,1577,9.6,0.419,0.422,NA,NA,NA,NA,NA,0.2,1.3,1.5,0.046
1957-58,25,SYR,NBA,SG,69,1421,9.6,0.398,0.328,NA,NA,NA,NA,NA,-0.6,1.3,0.8,0.026
1958-59,26,SYR,NBA,PG,72,1779,9.5,0.425,0.272,NA,NA,NA,NA,NA,0.3,1.5,1.8,0.048
1959-60,27,SYR,NBA,PG,69,1256,9.6,0.412,0.269,NA,NA,NA,NA,NA,-0.4,1.1,0.8,0.03
1960-61,28,SYR,NBA,PG,52,667,8.8,0.389,0.254,NA,NA,NA,NA,NA,-0.8,0.6,-0.1,-0.01
1961-62,29,SYR,NBA,PG,80,1925,11.4,0.437,0.261,NA,NA,NA,NA,NA,0,2.4,2.4,0.059
1962-63,30,SYR,NBA,SG,61,1159,12.5,0.478,0.345,NA,NA,NA,NA,NA,0.8,1.1,1.9,0.079
1963-64,31,PHI,NBA,PG,78,1437,8.9,0.418,0.206,NA,NA,NA,NA,NA,-1.1,0.8,-0.4,-0.012
1964-65,32,PHI,NBA,PG,60,1116,7.3,0.389,0.156,NA,NA,NA,17.4,NA,-1.4,0.8,-0.6,-0.025
1965-66,33,PHI,NBA,PG,78,1312,7.1,0.41,0.175,NA,NA,NA,13,NA,-1.2,1.4,0.2,0.006
Career,NA,,NBA,,687,13649,9.5,0.419,0.269,NA,NA,NA,15,NA,-4.2,12.4,8.2,0.029
