Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1956-57,24,SYR,NBA,PG,5,97,8.1,0.37,0.316,NA,NA,NA,14.8,NA,-0.1,0.1,0,0.013
1957-58,25,SYR,NBA,SG,2,37,8,0.354,0.667,NA,NA,NA,9.8,NA,-0.1,0.1,0,0.017
1958-59,26,SYR,NBA,PG,9,192,10.9,0.49,0.297,NA,NA,NA,18.6,NA,0.3,0,0.3,0.077
1959-60,27,SYR,NBA,PG,2,18,-7.6,0,0,NA,NA,NA,18.9,NA,-0.2,0,-0.2,-0.463
1960-61,28,SYR,NBA,PG,7,90,7,0.42,0.196,NA,NA,NA,8.7,NA,0,0,0,0.01
1961-62,29,SYR,NBA,PG,5,184,12.8,0.456,0.29,NA,NA,NA,15.5,NA,0.1,0.2,0.3,0.09
1962-63,30,SYR,NBA,SG,5,77,7,0.458,0.206,NA,NA,NA,3.6,NA,0,0,0,0.005
1963-64,31,PHI,NBA,PG,5,68,6.7,0.439,0.138,NA,NA,NA,8.7,NA,0,0,0,0.004
1964-65,32,PHI,NBA,PG,11,308,6.4,0.409,0.178,NA,NA,NA,13.6,NA,-0.3,0.2,-0.1,-0.015
1965-66,33,PHI,NBA,PG,5,64,13.6,0.466,0.279,NA,NA,NA,12.2,NA,0,0.1,0.1,0.069
Career,NA,,NBA,,56,1135,8.7,0.429,0.244,NA,NA,NA,13.4,NA,-0.2,0.8,0.5,0.023
