Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1956-57,24,SYR,NBA,PG,68,NA,1577,199,567,0.351,165,239,0.69,227,106,198,563
1957-58,25,SYR,NBA,SG,69,NA,1421,215,625,0.344,140,205,0.683,221,114,188,570
1958-59,26,SYR,NBA,PG,72,NA,1779,285,756,0.377,149,206,0.723,199,159,260,719
1959-60,27,SYR,NBA,PG,69,NA,1256,211,576,0.366,109,155,0.703,179,169,231,531
1960-61,28,SYR,NBA,PG,52,NA,667,118,342,0.345,60,87,0.69,105,93,137,296
1961-62,29,SYR,NBA,PG,80,NA,1925,336,847,0.397,154,221,0.697,281,263,232,826
1962-63,30,SYR,NBA,SG,61,NA,1159,202,476,0.424,120,164,0.732,134,170,165,524
1963-64,31,PHI,NBA,PG,78,NA,1437,257,684,0.376,109,141,0.773,147,149,248,623
1964-65,32,PHI,NBA,PG,60,NA,1116,175,486,0.36,54,76,0.711,95,140,178,404
1965-66,33,PHI,NBA,PG,78,NA,1312,214,560,0.382,66,98,0.673,134,134,232,494
Career,NA,,NBA,,687,NA,13649,2212,5919,0.374,1126,1592,0.707,1722,1497,2069,5550
