Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1956-57,24,SYR,NBA,PG,5,NA,19.4,2.4,7.6,0.316,1.6,2.4,0.667,3,1.6,3.2,6.4
1957-58,25,SYR,NBA,SG,2,NA,18.5,2,6,0.333,1.5,4,0.375,3.5,1,2,5.5
1958-59,26,SYR,NBA,PG,9,NA,21.3,3.8,8.2,0.459,1.6,2.4,0.636,3.2,2.8,4.6,9.1
1959-60,27,SYR,NBA,PG,2,NA,9,0,4,0,0,0,NA,1.5,1.5,1,0
1960-61,28,SYR,NBA,PG,7,NA,12.9,2.4,6.6,0.37,1.1,1.3,0.889,1,0.7,2.9,6
1961-62,29,SYR,NBA,PG,5,NA,36.8,5.4,13.8,0.391,3.4,4,0.85,5.2,3.6,3.4,14.2
1962-63,30,SYR,NBA,SG,5,NA,15.4,3,6.8,0.441,0.8,1.4,0.571,1.6,0.4,3.4,6.8
1963-64,31,PHI,NBA,PG,5,NA,13.6,2.4,5.8,0.414,0.6,0.8,0.75,0.8,0.8,2.4,5.4
1964-65,32,PHI,NBA,PG,11,NA,28,4.1,10.7,0.381,1.3,1.9,0.667,1.5,2.7,4.1,9.5
1965-66,33,PHI,NBA,PG,5,NA,12.8,3.6,8.6,0.419,1.8,2.4,0.75,2,0.8,3.8,9
Career,NA,,NBA,,56,NA,20.3,3.3,8.4,0.391,1.4,2.1,0.696,2.2,1.8,3.4,8
