Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1956-57,24,SYR,NBA,PG,68,NA,23.2,2.9,8.3,0.351,2.4,3.5,0.69,3.3,1.6,2.9,8.3
1957-58,25,SYR,NBA,SG,69,NA,20.6,3.1,9.1,0.344,2,3,0.683,3.2,1.7,2.7,8.3
1958-59,26,SYR,NBA,PG,72,NA,24.7,4,10.5,0.377,2.1,2.9,0.723,2.8,2.2,3.6,10
1959-60,27,SYR,NBA,PG,69,NA,18.2,3.1,8.3,0.366,1.6,2.2,0.703,2.6,2.4,3.3,7.7
1960-61,28,SYR,NBA,PG,52,NA,12.8,2.3,6.6,0.345,1.2,1.7,0.69,2,1.8,2.6,5.7
1961-62,29,SYR,NBA,PG,80,NA,24.1,4.2,10.6,0.397,1.9,2.8,0.697,3.5,3.3,2.9,10.3
1962-63,30,SYR,NBA,SG,61,NA,19,3.3,7.8,0.424,2,2.7,0.732,2.2,2.8,2.7,8.6
1963-64,31,PHI,NBA,PG,78,NA,18.4,3.3,8.8,0.376,1.4,1.8,0.773,1.9,1.9,3.2,8
1964-65,32,PHI,NBA,PG,60,NA,18.6,2.9,8.1,0.36,0.9,1.3,0.711,1.6,2.3,3,6.7
1965-66,33,PHI,NBA,PG,78,NA,16.8,2.7,7.2,0.382,0.8,1.3,0.673,1.7,1.7,3,6.3
Career,NA,,NBA,,687,NA,19.9,3.2,8.6,0.374,1.6,2.3,0.707,2.5,2.2,3,8.1
