,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2005-06,21,MIN,NBA,SG,79,1362,,85%,15%,,,-4.6,-3.7,28,18,58,29,49,5,134,8,26
2006-07,22,MIN,NBA,SG,37,554,,90%,11%,,,-0.6,+4.3,22,7,28,5,22,2,87,0,9
2007-08,23,MIN,NBA,SG,75,2020,37%,61%,2%,,,-3.6,+8.0,60,56,94,35,57,9,350,14,46
2008-09,24,TOT,NBA,SG,58,1101,28%,69%,3%,,,-9.3,-2.1,21,22,44,7,53,2,153,6,31
2008-09,24,MIN,NBA,SG,34,636,43%,56%,2%,,,-12.7,-8.5,14,14,24,6,27,2,69,2,25
2008-09,24,SAC,NBA,SG,24,465,8%,88%,5%,,,-4.9,+5.2,7,8,20,1,26,0,84,4,6
Career,,,NBA,,249,5037,21%,73%,7%,,,-4.8,+2.2,131,103,224,76,181,18,724,28,112
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,MIN,NBA,,225,4572,22%,71%,7%,,,-4.8,+1.8,124,95,204,75,155,18,640,24,106
1 season,,SAC,NBA,,24,465,8%,88%,5%,,,-4.9,+5.2,7,8,20,1,26,0,84,4,6
