,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2017-18,19,NYK,NBA,40:02,8,16,3,5,7,12,6,8,3,7,7,11,6,2,5,6,17,15.3
2018-19,20,NYK,NBA,35:00,7,13,4,7,4,10,3,3,2,5,6,7,4,2,4,6,18,13.5
2019-20,21,NYK,NBA,38:39,6,14,4,6,5,12,5,6,2,6,7,10,6,3,4,5,20,21.3
Career,,,,40:02,8,16,4,7,7,12,6,8,3,7,7,11,6,3,5,6,20,21.3
