Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1982-83,22,PHO,NBA,SF,49,2,521,74,170,0.435,1,7,0.143,73,163,0.448,0.438,45,78,0.577,28,44,72,36,19,4,48,93,194
1983-84,23,DET,NBA,SF,46,0,291,31,72,0.431,0,1,0,31,71,0.437,0.431,15,31,0.484,9,22,31,27,10,3,19,44,77
1984-85,24,TOT,NBA,SF,18,3,183,20,38,0.526,0,1,0,20,37,0.541,0.526,11,19,0.579,10,7,17,4,5,3,14,22,51
1984-85,24,DET,NBA,SF,10,1,115,12,23,0.522,0,1,0,12,22,0.545,0.522,5,11,0.455,4,4,8,1,3,2,12,16,29
1984-85,24,MIL,NBA,SF,6,0,16,3,4,0.75,0,0,NA,3,4,0.75,0.75,1,2,0.5,1,1,2,0,0,0,0,1,7
1984-85,24,SAS,NBA,SF,2,2,52,5,11,0.455,0,0,NA,5,11,0.455,0.455,5,6,0.833,5,2,7,3,2,1,2,5,15
1985-86,25,BOS,NBA,PF,49,0,385,54,110,0.491,0,1,0,54,109,0.495,0.491,55,88,0.625,27,43,70,15,11,3,19,55,163
1986-87,26,BOS,NBA,SF,17,0,89,10,24,0.417,0,1,0,10,23,0.435,0.417,5,16,0.313,5,14,19,2,2,0,5,12,25
Career,NA,,NBA,,179,5,1469,189,414,0.457,1,11,0.091,188,403,0.467,0.458,131,232,0.565,79,130,209,84,47,13,105,226,510
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,BOS,NBA,,66,0,474,64,134,0.478,0,2,0,64,132,0.485,0.478,60,104,0.577,32,57,89,17,13,3,24,67,188
2 seasons,NA,DET,NBA,,56,1,406,43,95,0.453,0,2,0,43,93,0.462,0.453,20,42,0.476,13,26,39,28,13,5,31,60,106
1 season,NA,PHO,NBA,,49,2,521,74,170,0.435,1,7,0.143,73,163,0.448,0.438,45,78,0.577,28,44,72,36,19,4,48,93,194
1 season,NA,MIL,NBA,,6,0,16,3,4,0.75,0,0,NA,3,4,0.75,0.75,1,2,0.5,1,1,2,0,0,0,0,1,7
1 season,NA,SAS,NBA,,2,2,52,5,11,0.455,0,0,NA,5,11,0.455,0.455,5,6,0.833,5,2,7,3,2,1,2,5,15
