,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1986-87,23,SAC,NBA,,8,13,2,3,8,11,5,6,5,6,9,7,3,3,4,6,19,18.7
1987-88,24,SAC,NBA,,12,25,5,10,10,16,14,14,6,10,12,7,4,3,7,6,31,27.1
1988-89,25,SAC,NBA,,11,21,6,11,11,19,6,9,7,11,15,8,5,5,5,6,26,23.9
1989-90,26,SAC,NBA,,8,16,3,6,7,13,8,9,5,9,11,6,3,4,5,5,23,19.5
Career,,,,,12,25,6,11,11,19,14,14,7,11,15,8,5,5,7,6,31,27.1
