Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1970-71,22,KEN,ABA,C,7,NA,42,4,14,0.286,0,0,NA,4,14,0.286,0.286,8,9,0.889,3,10,13,1,2,9,16
Career,NA,,ABA,,7,NA,42,4,14,0.286,0,0,NA,4,14,0.286,0.286,8,9,0.889,3,10,13,1,2,9,16
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,KEN,ABA,,7,NA,42,4,14,0.286,0,0,NA,4,14,0.286,0.286,8,9,0.889,3,10,13,1,2,9,16
