Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1970-71,22,TOT,ABA,C,42,NA,555,97,245,0.396,5,12,0.417,92,233,0.395,0.406,49,60,0.817,83,151,234,35,44,82,248
1970-71,22,DNR,ABA,C,35,NA,462,79,207,0.382,5,11,0.455,74,196,0.378,0.394,42,51,0.824,75,123,198,30,32,66,205
1970-71,22,KEN,ABA,C,7,NA,93,18,38,0.474,0,1,0,18,37,0.486,0.474,7,9,0.778,8,28,36,5,12,16,43
Career,NA,,ABA,,42,NA,555,97,245,0.396,5,12,0.417,92,233,0.395,0.406,49,60,0.817,83,151,234,35,44,82,248
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,DNR,ABA,,35,NA,462,79,207,0.382,5,11,0.455,74,196,0.378,0.394,42,51,0.824,75,123,198,30,32,66,205
1 season,NA,KEN,ABA,,7,NA,93,18,38,0.474,0,1,0,18,37,0.486,0.474,7,9,0.778,8,28,36,5,12,16,43
