,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2017-18,18,TXTECH,37,978,145,319,55,144,70,108,39,177,67,41,27,57,77,415,.455,.382,.648,26.4,11.2,4.8,1.8
2018-19,19,TXTECH,38,1234,254,551,49,161,147,208,54,243,142,57,21,103,73,704,.461,.304,.707,32.5,18.5,6.4,3.7
Career,,,75,2212,399,870,104,305,217,316,93,420,209,98,48,160,150,1119,.459,.341,.687,29.5,14.9,5.6,2.8
