,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1999-00,19,IND,NBA,18:14,4,11,1,2,4,9,3,6,2,2,3,1,1,2,1,2,11,6.7
2000-01,20,IND,NBA,25:33,5,10,3,4,3,8,8,9,1,5,5,3,1,4,3,5,20,18.8
2001-02,21,IND,NBA,45:45,7,14,4,8,6,9,9,10,4,8,10,4,2,6,4,6,20,17.7
2002-03,22,IND,NBA,32:21,8,18,3,5,6,13,10,13,6,7,11,5,1,6,4,5,22,19.6
2003-04,23,IND,NBA,23:24,7,13,2,4,6,10,7,10,2,6,6,1,2,2,6,3,16,14.1
2004-05,24,IND,NBA,17:04,5,8,1,2,4,8,2,2,1,3,4,1,1,1,4,3,11,7.6
2005-06,25,IND,NBA,12:39,3,4,0,0,3,4,2,2,0,2,2,1,0,1,0,2,8,6.9
2009-10,29,NYK,NBA,24:26,6,10,4,7,4,6,4,6,2,5,7,3,1,4,3,3,16,14.8
Career,,,,45:45,8,18,4,8,6,13,10,13,6,8,11,5,2,6,6,6,22,19.6
7 Seasons,,IND,NBA,45:45,8,18,4,8,6,13,10,13,6,8,11,5,2,6,6,6,22,19.6
1 Season,,NYK,NBA,24:26,6,10,4,7,4,6,4,6,2,5,7,3,1,4,3,3,16,14.8
