Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1946-47,25,NYK,BAA,NA,22,NA,NA,0.341,0.329,NA,NA,NA,NA,NA,1,0.7,1.7,NA
1947-48,26,NYK,BAA,NA,48,NA,NA,0.307,0.325,NA,NA,NA,NA,NA,0.1,2.4,2.5,NA
1948-49,27,NYK,BAA,NA,60,NA,NA,0.412,0.4,NA,NA,NA,NA,NA,2.5,2.6,5.1,NA
1949-50,28,BLB,NBA,NA,1,NA,NA,0,0,NA,NA,NA,NA,NA,-0.1,0,0,NA
Career,NA,,TOT,NA,131,NA,NA,0.36,0.358,NA,NA,NA,NA,NA,3.5,5.8,9.3,NA
,NA,,BAA,NA,130,NA,NA,0.361,0.359,NA,NA,NA,NA,NA,3.6,5.8,9.3,NA
,NA,,NBA,NA,1,NA,NA,0,0,NA,NA,NA,NA,NA,-0.1,0,0,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,NYK,BAA,NA,130,NA,NA,0.361,0.359,NA,NA,NA,NA,NA,3.6,5.8,9.3,NA
1 season,NA,BLB,NBA,NA,1,NA,NA,0,0,NA,NA,NA,NA,NA,-0.1,0,0,NA
