Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,26,MNL,BAA,SF,53,NA,NA,0.44,0.287,NA,NA,NA,NA,NA,5.3,1.9,7.2,NA
1949-50,27,MNL,NBA,SF,66,NA,NA,0.39,0.212,NA,NA,NA,NA,NA,1.2,4.1,5.4,NA
1950-51,28,MNL,NBA,SF,54,NA,NA,0.395,0.214,NA,NA,NA,NA,NA,0.1,4.1,4.2,NA
1951-52,29,MNL,NBA,SF,65,2545,16.4,0.396,0.225,NA,NA,NA,NA,NA,-0.9,6.6,5.7,0.108
1952-53,30,MNL,NBA,SF,66,2403,16,0.412,0.269,NA,NA,NA,NA,NA,0.2,4.3,4.6,0.091
1953-54,31,MNL,NBA,SF,71,2483,15.9,0.423,0.261,NA,NA,NA,NA,NA,1.3,4.5,5.7,0.111
1954-55,32,MNL,NBA,SF,63,1960,13.2,0.41,0.248,NA,NA,NA,NA,NA,-0.5,2.6,2.1,0.052
Career,NA,,TOT,,438,9391,15.5,0.408,0.243,NA,NA,NA,NA,NA,6.8,28,34.9,0.093
,NA,,NBA,,385,9391,15.5,0.403,0.237,NA,NA,NA,NA,NA,1.5,26.2,27.7,0.093
,NA,,BAA,,53,NA,NA,0.44,0.287,NA,NA,NA,NA,NA,5.3,1.9,7.2,NA
