Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,26,MNL,BAA,SF,10,NA,NA,4.3,14.7,0.293,4.4,6.2,0.71,NA,3.9,3.1,13
1949-50,27,MNL,NBA,SF,12,NA,NA,4.2,14.6,0.286,3.7,5.2,0.71,NA,4.7,3,12
1950-51,28,MNL,NBA,SF,7,NA,NA,5,15.4,0.324,3.6,4.3,0.833,8.9,3.9,3.9,13.6
1951-52,29,MNL,NBA,SF,11,NA,42.6,6.4,15.7,0.405,3.4,4.5,0.74,6.5,3,3.1,16.1
1952-53,30,MNL,NBA,SF,12,NA,37.9,5.2,13.9,0.371,4,5.2,0.774,7.2,4.1,3.1,14.3
1953-54,31,MNL,NBA,SF,13,NA,41.8,4.3,11.9,0.361,3.7,4.6,0.8,8.5,3.2,2.1,12.3
1954-55,32,MNL,NBA,SF,7,NA,36.7,4.7,14.9,0.317,4.7,6.6,0.717,11.1,2,1.9,14.1
Career,NA,,TOT,,72,NA,40.1,4.8,14.3,0.339,3.9,5.2,0.75,8.1,3.6,2.8,13.6
,NA,,NBA,,62,NA,40.1,4.9,14.2,0.347,3.8,5,0.758,8.1,3.5,2.8,13.7
,NA,,BAA,,10,NA,NA,4.3,14.7,0.293,4.4,6.2,0.71,NA,3.9,3.1,13
