Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1995-96,23,IND,NBA,PG,5,84,13.6,0.578,0.273,0.318,4.8,10.9,8,20.2,4.1,0,28.5,19.9,NA,0,0.1,0.1,0.076,NA,-2.1,2.8,0.7,0.1
1997-98,25,IND,NBA,PG,16,280,11.6,0.533,0.25,0.597,0.5,6.7,3.7,19.6,2.2,0.8,17.3,19.5,NA,0.2,0.3,0.5,0.082,NA,-1.5,0.6,-0.9,0.1
1998-99,26,IND,NBA,PG,11,150,7.4,0.445,0.217,0.283,5.9,7.7,6.9,24.5,1.5,0.5,21.3,20.8,NA,0,0.1,0,0.012,NA,-4.6,-1.6,-6.2,-0.2
1999-00,27,IND,NBA,PG,23,463,17,0.514,0.168,0.246,3.9,10.5,7.3,25.5,2.2,0.6,11.2,22.9,NA,0.8,0.4,1.2,0.12,NA,1,1,2,0.5
2000-01,28,IND,NBA,PG,4,163,14.2,0.478,0.077,0.103,4,9,6.4,39.3,1.4,0,12.8,13.4,NA,0.3,0.1,0.3,0.099,NA,0.6,0.3,0.9,0.1
2004-05,32,NJN,NBA,PG,4,82,10.3,0.52,0.409,0.409,2.5,6.4,4.2,19.8,0.6,0,10.4,16,NA,0.1,0,0.1,0.044,NA,-1,-0.9,-1.9,0
Career,NA,,NBA,,63,1222,13.5,0.511,0.2,0.316,3.3,8.8,6.1,25.1,2,0.5,15.1,19.9,NA,1.3,0.9,2.2,0.087,NA,-0.7,0.5,-0.2,0.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,IND,NBA,,59,1140,13.8,0.51,0.187,0.31,3.4,9,6.3,25.5,2.1,0.5,15.4,20.2,NA,1.2,0.9,2.1,0.09,NA,-0.6,0.6,0,0.6
1 season,NA,NJN,NBA,,4,82,10.3,0.52,0.409,0.409,2.5,6.4,4.2,19.8,0.6,0,10.4,16,NA,0.1,0,0.1,0.044,NA,-1,-0.9,-1.9,0
