Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Kenny Higgs,,2.2,1.5,1
Henry Bibby,96.1,2.3,1.5,1
Thabo Sefolosha,95.5,2.2,1.5,0.8
Dave Wohl,95.4,2.1,1.7,1
John Battle,94.7,2.3,1.5,1
Jim King,94.2,2.3,1.5,1.1
Evan Fournier,93.1,2.1,1.4,1
Mike Davis,92.2,2.2,1.2,0.9
Bo Lamar,91.5,2.5,1.5,1
Ledell Eackles,90.8,2.1,1.2,1
Mickaël Piétrus,90.0,2.1,1.5,0.6
