Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1966-67,23,NYK,NBA,C,13,75,11.7,0.397,NA,0.255,NA,NA,NA,3.9,NA,NA,NA,-0.2,0,-0.2,-0.099
1967-68,24,TOT,ABA,C,46,535,18.6,0.467,0.013,0.271,NA,NA,13.8,11.4,9.4,19.6,NA,0.3,0.8,1.1,0.103
1967-68,24,OAK,ABA,C,5,46,11.1,0.474,0,0.308,NA,NA,9.4,8.7,16.9,14,NA,0,0,0,0.038
1967-68,24,HSM,ABA,C,41,489,19.3,0.466,0.014,0.269,NA,NA,14.2,11.6,8.8,20.2,NA,0.3,0.8,1.1,0.109
Career,NA,,TOT,,59,610,17.8,0.454,0.011,0.268,NA,NA,13.8,10.4,9.4,19.6,NA,0.2,0.8,1,0.078
,NA,,ABA,,46,535,18.6,0.467,0.013,0.271,NA,NA,13.8,11.4,9.4,19.6,NA,0.3,0.8,1.1,0.103
,NA,,NBA,,13,75,11.7,0.397,NA,0.255,NA,NA,NA,3.9,NA,NA,NA,-0.2,0,-0.2,-0.099
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,HSM,ABA,,41,489,19.3,0.466,0.014,0.269,NA,NA,14.2,11.6,8.8,20.2,NA,0.3,0.8,1.1,0.109
1 season,NA,NYK,NBA,,13,75,11.7,0.397,NA,0.255,NA,NA,NA,3.9,NA,NA,NA,-0.2,0,-0.2,-0.099
1 season,NA,OAK,ABA,,5,46,11.1,0.474,0,0.308,NA,NA,9.4,8.7,16.9,14,NA,0,0,0,0.038
