Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1966-67,23,NYK,NBA,C,1,10,-2.9,0,NA,0,NA,NA,NA,11,NA,NA,NA,0,0,0,-0.189
Career,NA,,NBA,,1,10,-2.9,0,NA,0,NA,NA,NA,11,NA,NA,NA,0,0,0,-0.189
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,NYK,NBA,,1,10,-2.9,0,NA,0,NA,NA,NA,11,NA,NA,NA,0,0,0,-0.189
