Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2007-08,24,HOU,NBA,PF,17,0,159,9,18,0.5,0,0.7,0,9,17.4,0.519,2.7,4.3,0.615,8,10,18,1,2,1,3,5.3,20.7,NA,107,99
2009-10,26,TOT,NBA,PF,13,0,96,5.9,16,0.367,0,0.5,0,5.9,15.5,0.379,3.7,5.9,0.636,5.3,7.5,12.8,1.6,2.7,0.5,4.8,7.5,15.5,NA,82,105
2009-10,26,HOU,NBA,PF,8,0,82,6.2,16.8,0.37,0,0.6,0,6.2,16.2,0.385,3.1,5.6,0.556,5.6,6.8,12.4,1.9,2.5,0.6,5.6,6.2,15.6,NA,78,106
2009-10,26,WAS,NBA,PF,5,0,14,3.7,11.2,0.333,0,0,NA,3.7,11.2,0.333,7.5,7.5,1,3.7,11.2,15,0,3.7,0,0,15,15,NA,126,102
2010-11,27,HOU,NBA,PF,4,0,16,9.6,19.1,0.5,0,0,NA,9.6,19.1,0.5,6.4,12.7,0.5,6.4,9.6,15.9,3.2,0,3.2,3.2,6.4,25.5,NA,107,108
2013-14,30,UTA,NBA,PF,20,0,225,6.8,14.2,0.475,0,0.5,0,6.8,13.8,0.492,6.1,6.3,0.963,3.5,4.2,7.7,1.2,3.7,1.6,2.6,8.4,19.6,NA,112,107
Career,NA,,NBA,,54,0,496,7.4,16,0.464,0,0.5,0,7.4,15.4,0.479,4.5,5.8,0.782,5.4,6.9,12.3,1.3,2.9,1.3,3.2,7.2,19.3,NA,104,104
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,HOU,NBA,,29,0,257,8.1,17.7,0.46,0,0.6,0,8.1,17.1,0.476,3.1,5.3,0.577,7.1,9,16.1,1.4,2,1,3.9,5.7,19.3,NA,97,102
1 season,NA,UTA,NBA,,20,0,225,6.8,14.2,0.475,0,0.5,0,6.8,13.8,0.492,6.1,6.3,0.963,3.5,4.2,7.7,1.2,3.7,1.6,2.6,8.4,19.6,NA,112,107
1 season,NA,WAS,NBA,,5,0,14,3.7,11.2,0.333,0,0,NA,3.7,11.2,0.333,7.5,7.5,1,3.7,11.2,15,0,3.7,0,0,15,15,NA,126,102
