Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1976-77,22,CHI,NBA,SG,17,NA,65,4.4,17.7,0.25,1.5,1.5,1,4.4,3,7.4,4.4,0.7,0,8.1,10.3,NA,NA,102
Career,NA,,NBA,,17,NA,65,4.4,17.7,0.25,1.5,1.5,1,4.4,3,7.4,4.4,0.7,0,8.1,10.3,NA,NA,102
