,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2016-17,19,PHO,NBA,SF,32,545,1%,31%,67%,2%,,+2.8,+10.1,5,3,32,4,17,5,32,2,6
2017-18,20,TOT,NBA,SF,20,245,1%,18%,79%,2%,,-6.4,-2.0,4,0,11,2,11,2,19,2,4
2017-18,20,PHO,NBA,SF,6,33,,58%,42%,,,-2.8,+6.9,1,0,0,0,2,1,5,0,0
2017-18,20,MIA,NBA,SF,14,212,2%,12%,84%,2%,,-7.0,-8.4,3,0,11,2,9,1,14,2,4
2018-19,21,MIA,NBA,SF,60,1153,1%,9%,54%,37%,,-0.1,+0.1,18,8,60,7,60,8,96,17,26
2019-20,22,MIA,NBA,SF,51,1249,1%,46%,50%,3%,,+0.6,-4.2,7,9,58,2,51,15,143,14,14
Career,,,NBA,,163,3192,1%,28%,56%,15%,,+0.2,0.0,34,20,161,15,139,30,290,35,50
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MIA,NBA,,125,2614,1%,27%,54%,18%,,-0.3,-2.7,28,17,129,11,120,24,253,33,44
2 seasons,,PHO,NBA,,38,578,1%,32%,65%,2%,,+2.5,+9.9,6,3,32,4,19,6,37,2,6
