,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2004-05,23,BOS,NBA,36:11,9,15,2,2,9,14,7,8,5,6,9,4,5,2,3,6,20,19.6
2005-06,24,BOS,NBA,39:56,10,13,2,2,10,12,8,11,4,6,7,7,5,4,6,5,23,16.3
2006-07,25,BOS,NBA,48:00,11,17,2,4,9,16,11,13,6,8,9,6,7,3,6,5,30,30.7
2007-08,26,BOS,NBA,44:25,8,15,2,4,6,12,8,12,3,6,7,6,4,2,4,6,20,20.0
2008-09,27,BOS,NBA,39:26,11,16,2,3,11,14,6,8,2,6,8,5,5,3,4,6,23,19.9
2009-10,28,BOS,NBA,39:32,6,11,0,1,6,11,6,9,4,7,10,7,5,2,5,6,16,14.6
2010-11,29,MEM,NBA,40:10,10,17,2,3,10,17,10,14,4,7,11,6,6,3,4,5,27,28.4
2011-12,30,MEM,NBA,40:35,8,15,1,2,8,14,8,10,5,8,8,6,8,4,5,5,21,20.3
2012-13,31,MEM,NBA,40:56,8,14,1,2,8,14,6,8,5,8,10,6,5,3,4,6,19,18.0
2013-14,32,MEM,NBA,36:48,8,17,3,3,8,16,5,7,10,6,11,5,6,2,5,5,19,18.8
2014-15,33,MEM,NBA,46:02,7,12,1,2,7,11,5,8,4,9,11,6,7,2,6,6,17,18.4
2015-16,34,MEM,NBA,40:21,12,17,2,4,12,16,9,9,5,8,12,5,5,1,5,6,27,24.4
2016-17,35,MEM,NBA,47:34,9,17,2,3,9,16,5,8,6,9,13,5,6,2,5,6,22,18.1
2017-18,36,NOP,NBA,24:19,5,9,1,2,5,7,4,4,3,5,6,2,2,2,2,4,10,8.4
Career,,,,48:00,12,17,3,4,12,17,11,14,10,9,13,7,8,4,6,6,30,30.7
7 Seasons,,MEM,NBA,47:34,12,17,3,4,12,17,10,14,10,9,13,6,8,4,6,6,27,28.4
6 Seasons,,BOS,NBA,48:00,11,17,2,4,11,16,11,13,6,8,10,7,7,4,6,6,30,30.7
1 Season,,NOP,NBA,24:19,5,9,1,2,5,7,4,4,3,5,6,2,2,2,2,4,10,8.4
