,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2009-10,22,CHA,NBA,PG,4,73,100%,,,,,+5.0,+25.1,4,0,1,0,2,0,17,1,2
2012-13,25,IND,NBA,PG,19,316,100%,,,,,-16.6,-26.1,6,2,9,1,3,5,27,0,9
2013-14,26,CHI,NBA,PG,5,141,100%,,,,,+4.6,+23.2,3,5,6,0,7,1,53,2,9
2018-19,31,ORL,NBA,PG,5,141,100%,,,,,-24.2,-21.1,1,4,3,1,6,0,45,0,6
Career,,,NBA,,33,671,100%,,,,,-11.4,-9.1,14,11,19,2,18,6,142,3,26
,,,,,,,,,,,,,,,,,,,,,,
1 season,,IND,NBA,,19,316,100%,,,,,-16.6,-26.1,6,2,9,1,3,5,27,0,9
1 season,,CHI,NBA,,5,141,100%,,,,,+4.6,+23.2,3,5,6,0,7,1,53,2,9
1 season,,ORL,NBA,,5,141,100%,,,,,-24.2,-21.1,1,4,3,1,6,0,45,0,6
1 season,,CHA,NBA,,4,73,100%,,,,,+5.0,+25.1,4,0,1,0,2,0,17,1,2
