Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1963-64,24,BOS,NBA,SG,31,NA,261,35,110,0.318,31,39,0.795,51,40,33,101
1964-65,25,BOS,NBA,SG,72,NA,996,173,417,0.415,109,140,0.779,134,119,108,455
1965-66,26,BOS,NBA,PG,71,NA,1675,349,825,0.423,274,311,0.881,196,165,157,972
1966-67,27,BOS,NBA,PG,73,NA,1891,368,833,0.442,294,347,0.847,228,250,207,1030
1967-68,28,BOS,NBA,PG,62,NA,1937,261,629,0.415,236,272,0.868,215,289,194,758
1968-69,29,BOS,NBA,PG,79,NA,2560,392,1031,0.38,336,389,0.864,282,370,222,1120
1969-70,30,BOS,NBA,PG,78,NA,2081,382,902,0.424,220,257,0.856,212,299,187,984
1970-71,31,SDR,NBA,PG,53,NA,1673,146,378,0.386,130,153,0.85,207,346,146,422
1971-72,32,TOT,NBA,PG,31,NA,558,43,123,0.35,32,37,0.865,42,72,53,118
1971-72,32,HOU,NBA,PG,10,NA,223,18,46,0.391,12,14,0.857,10,20,21,48
1971-72,32,ATL,NBA,PG,21,NA,335,25,77,0.325,20,23,0.87,32,52,32,70
Career,NA,,NBA,,550,NA,13632,2149,5248,0.409,1662,1945,0.854,1567,1950,1307,5960
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,BOS,NBA,,466,NA,11401,1960,4747,0.413,1500,1755,0.855,1318,1532,1108,5420
2 seasons,NA,"SDR,HOU",NBA,,63,NA,1896,164,424,0.387,142,167,0.85,217,366,167,470
1 season,NA,ATL,NBA,,21,NA,335,25,77,0.325,20,23,0.87,32,52,32,70
