,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1963-64,24,BOS,NBA,,6,,6,7,,,,14
1964-65,25,BOS,NBA,,8,,9,10,,,,20
1965-66,26,BOS,NBA,,16,,12,14,,,,39
1966-67,27,BOS,NBA,,14,,14,17,,,,32
1967-68,28,BOS,NBA,,11,,12,14,,,,31
1968-69,29,BOS,NBA,,11,,11,12,,,,30
1969-70,30,BOS,NBA,,13,,9,10,,,,33
1970-71,31,SDR,NBA,,10,,8,9,9,21,5,28
1971-72,32,TOT,NBA,,10,,4,5,,,,21
1971-72,32,HOU,NBA,,4,,4,5,,,,12
1971-72,32,ATL,NBA,,10,,4,4,,,,21
Career,,,,,16,,14,17,,,,39
7 Seasons,,BOS,NBA,,16,,14,17,,,,39
2 Seasons,,"HOU,SDR",NBA,,10,,8,9,,,,28
1 Season,,ATL,NBA,,10,,4,4,,,,21
