Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1963-64,24,BOS,NBA,SG,31,NA,261,4.8,15.2,0.318,4.3,5.4,0.795,7,5.5,4.6,13.9
1964-65,25,BOS,NBA,SG,72,NA,996,6.3,15.1,0.415,3.9,5.1,0.779,4.8,4.3,3.9,16.4
1965-66,26,BOS,NBA,PG,71,NA,1675,7.5,17.7,0.423,5.9,6.7,0.881,4.2,3.5,3.4,20.9
1966-67,27,BOS,NBA,PG,73,NA,1891,7,15.9,0.442,5.6,6.6,0.847,4.3,4.8,3.9,19.6
1967-68,28,BOS,NBA,PG,62,NA,1937,4.9,11.7,0.415,4.4,5.1,0.868,4,5.4,3.6,14.1
1968-69,29,BOS,NBA,PG,79,NA,2560,5.5,14.5,0.38,4.7,5.5,0.864,4,5.2,3.1,15.8
1969-70,30,BOS,NBA,PG,78,NA,2081,6.6,15.6,0.424,3.8,4.4,0.856,3.7,5.2,3.2,17
1970-71,31,SDR,NBA,PG,53,NA,1673,3.1,8.1,0.386,2.8,3.3,0.85,4.5,7.4,3.1,9.1
1971-72,32,TOT,NBA,PG,31,NA,558,2.8,7.9,0.35,2.1,2.4,0.865,2.7,4.6,3.4,7.6
1971-72,32,HOU,NBA,PG,10,NA,223,2.9,7.4,0.391,1.9,2.3,0.857,1.6,3.2,3.4,7.7
1971-72,32,ATL,NBA,PG,21,NA,335,2.7,8.3,0.325,2.1,2.5,0.87,3.4,5.6,3.4,7.5
Career,NA,,NBA,,550,NA,13632,5.7,13.9,0.409,4.4,5.1,0.854,4.1,5.1,3.5,15.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,BOS,NBA,,466,NA,11401,6.2,15,0.413,4.7,5.5,0.855,4.2,4.8,3.5,17.1
2 seasons,NA,"SDR,HOU",NBA,,63,NA,1896,3.1,8.1,0.387,2.7,3.2,0.85,4.1,6.9,3.2,8.9
1 season,NA,ATL,NBA,,21,NA,335,2.7,8.3,0.325,2.1,2.5,0.87,3.4,5.6,3.4,7.5
