,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1963-64,24,BOS,NBA,,1,2,3,6,2,1,1,3
1964-65,25,BOS,NBA,,6,17,9,9,4,5,5,19
1965-66,26,BOS,NBA,,9,,8,9,,,,20
1966-67,27,BOS,NBA,,8,,8,9,,,,24
1967-68,28,BOS,NBA,,8,,10,12,,,,26
1968-69,29,BOS,NBA,,10,21,8,10,6,5,6,28
Career,,,,,10,,10,12,,,,28
