,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1988-89,19,WISCGB,27,930,179,343,47,107,111,131,,54,138,49,1,62,72,516,.522,.439,.847,34.4,19.1,2.0,5.1
1989-90,20,WISCGB,30,1079,179,355,68,141,73,85,,66,155,38,2,73,86,499,.504,.482,.859,36.0,16.6,2.2,5.2
1990-91,21,WISCGB,31,1118,229,419,80,150,127,152,,73,154,38,2,65,82,665,.547,.533,.836,36.1,21.5,2.4,5.0
1991-92,22,WISCGB,30,995,205,384,95,186,100,121,,86,154,36,7,77,49,605,.534,.511,.826,33.2,20.2,2.9,5.1
Career,,,118,4122,792,1501,290,584,411,489,,279,601,161,12,277,289,2285,.528,.497,.840,34.9,19.4,2.4,5.1
