Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1970-71,NA,FLO,ABA,NA,8,NA,7.4,1,3.3,0.308,0,0.1,0,1,3.1,0.32,0.308,0.6,1.5,0.417,1,0.5,1.5,0.1,0,0.6,2.6
Career,NA,,ABA,NA,8,NA,7.4,1,3.3,0.308,0,0.1,0,1,3.1,0.32,0.308,0.6,1.5,0.417,1,0.5,1.5,0.1,0,0.6,2.6
