Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
DeWayne Scales,,0.3,0,-0.1
Sean Marks,75.9,0.3,0,0
Johnny Taylor,45.3,0.2,0,-0.1
Pops Mensah-Bonsu,33.6,0.3,0,0
David Thirdkill,31.7,0.3,0,0
Dan Langhi,29.1,0.4,0,-0.1
Bob Bigelow,25.3,0.4,0,0
Scooter McCray,25.3,0.3,0.1,0
Lazar Hayward,25.1,0.3,0.1,-0.1
Andre Brown,23.7,0.4,0,-0.1
Joe Courtney,20.7,0.4,0.1,0
