Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
DeWayne Scales,,0.3,0,-0.1,NA
Johnny Taylor,45.3,0.2,0,-0.1,NA
Pops Mensah-Bonsu,31.8,0.3,0,0,0
Scooter McCray,25.3,0.3,0.1,0,NA
Lazar Hayward,25.1,0.3,0.1,-0.1,NA
Andre Brown,23.7,0.4,0,-0.1,NA
Easy Parham,15.9,0.3,0.1,0,NA
Jordan Mickey,14.1,0.3,0.1,0.1,NA
Bob Bigelow,13.4,0.4,0,0,0
Dan Langhi,2.6,0.4,0,-0.1,-0.1
Chris McCullough,0.7,0.3,0.2,0.1,NA
