,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1964-65,25,STL,NBA,,3,6,3,5,11,3,4,9
1965-66,26,TOT,NBA,,9,,10,12,,,,22
1965-66,26,STL,NBA,,6,,8,9,,,,14
1965-66,26,DET,NBA,,9,,10,12,,,,22
1966-67,27,DET,NBA,,10,,8,11,,,,26
1967-68,28,TOT,NBA,,11,,12,20,,,,27
1967-68,28,DET,NBA,,11,,12,20,,,,27
1967-68,28,CIN,NBA,,8,,8,10,,,,20
1968-69,29,TOT,NBA,,12,,10,17,,,,34
1968-69,29,CIN,NBA,,12,,10,17,,,,34
1968-69,29,SEA,NBA,,12,,7,10,,,,30
1969-70,30,TOT,NBA,,11,,16,17,,,,29
1969-70,30,SEA,NBA,,11,,16,17,,,,29
1969-70,30,LAL,NBA,,6,,6,7,,,,14
1970-71,31,TOT,NBA,,9,,7,10,,,,23
1970-71,31,LAL,NBA,,7,11,4,4,10,6,3,16
1970-71,31,BAL,NBA,,9,,7,10,,,,23
1971-72,32,BAL,NBA,,9,,7,7,,,,23
1972-73,33,BAL,NBA,,6,,5,6,,,,14
Career,,,,,12,,16,20,,,,34
3 Seasons,,BAL,NBA,,9,,7,10,,,,23
3 Seasons,,DET,NBA,,11,,12,20,,,,27
2 Seasons,,CIN,NBA,,12,,10,17,,,,34
2 Seasons,,SEA,NBA,,12,,16,17,,,,30
2 Seasons,,LAL,NBA,,7,,6,7,,,,16
2 Seasons,,STL,NBA,,6,,8,9,,,,14
