Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1964-65,25,STL,NBA,PF,4,35,18.9,0.468,0.818,NA,NA,NA,23.3,NA,0,0.1,0.1,0.155
1965-66,26,TOT,NBA,PF,61,969,16.8,0.5,0.475,NA,NA,NA,10.3,NA,1.4,1.3,2.7,0.136
1965-66,26,STL,NBA,PF,15,213,16.8,0.548,0.41,NA,NA,NA,6.6,NA,0.5,0.2,0.7,0.166
1965-66,26,DET,NBA,PF,46,756,16.8,0.489,0.491,NA,NA,NA,11.3,NA,0.9,1.1,2,0.128
1966-67,27,DET,NBA,PF,68,1553,14,0.491,0.4,NA,NA,NA,7.7,NA,1.4,2.1,3.5,0.109
1967-68,28,TOT,NBA,PF,85,2473,13.2,0.503,0.443,NA,NA,NA,8.3,NA,2.4,1.7,4.1,0.079
1967-68,28,DET,NBA,PF,55,1671,14.4,0.51,0.466,NA,NA,NA,8.7,NA,1.9,1.5,3.4,0.098
1967-68,28,CIN,NBA,PF,30,802,10.6,0.488,0.393,NA,NA,NA,7.4,NA,0.5,0.2,0.7,0.04
1968-69,29,TOT,NBA,PF,77,2482,12.8,0.498,0.402,NA,NA,NA,9,NA,2.4,0.9,3.3,0.063
1968-69,29,CIN,NBA,PF,51,1681,11.3,0.483,0.42,NA,NA,NA,8.1,NA,1,0.3,1.3,0.038
1968-69,29,SEA,NBA,PF,26,801,15.9,0.527,0.37,NA,NA,NA,11,NA,1.4,0.6,1.9,0.116
1969-70,30,TOT,NBA,PF,69,1499,14.6,0.51,0.477,NA,NA,NA,9.8,NA,1.5,1.1,2.6,0.084
1969-70,30,SEA,NBA,PF,49,1278,14.2,0.5,0.491,NA,NA,NA,9.7,NA,1,0.8,1.8,0.067
1969-70,30,LAL,NBA,PF,20,221,17,0.566,0.398,NA,NA,NA,10.8,NA,0.5,0.3,0.9,0.185
1970-71,31,TOT,NBA,PF,75,1517,12.3,0.523,0.47,NA,NA,11.1,7.2,NA,1.8,1.9,3.8,0.119
1970-71,31,LAL,NBA,PF,8,66,22.7,0.546,0.286,NA,NA,15.6,22.5,NA,0.2,0.1,0.3,0.193
1970-71,31,BAL,NBA,PF,67,1451,11.8,0.521,0.486,NA,NA,10.9,6.5,NA,1.6,1.9,3.5,0.116
1971-72,32,BAL,NBA,PF,65,1227,13,0.523,0.411,NA,NA,12.4,9,NA,1.5,1.3,2.8,0.11
1972-73,33,BAL,NBA,PF,55,541,13.3,0.507,0.324,NA,NA,13.5,7.9,NA,0.6,0.9,1.5,0.13
Career,NA,,NBA,,559,12296,13.5,0.505,0.433,NA,NA,12,8.7,NA,13,11.4,24.4,0.095
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,BAL,NBA,,187,3219,12.5,0.519,0.426,NA,NA,11.9,7.7,NA,3.7,4.1,7.8,0.116
3 seasons,NA,DET,NBA,,169,3980,14.7,0.498,0.445,NA,NA,NA,8.8,NA,4.2,4.8,9,0.108
2 seasons,NA,CIN,NBA,,81,2483,11.1,0.485,0.411,NA,NA,NA,7.9,NA,1.5,0.5,2,0.039
2 seasons,NA,SEA,NBA,,75,2079,14.8,0.51,0.447,NA,NA,NA,10.2,NA,2.3,1.4,3.7,0.086
2 seasons,NA,LAL,NBA,,28,287,18.3,0.56,0.366,NA,NA,15.6,13.5,NA,0.7,0.4,1.1,0.187
2 seasons,NA,STL,NBA,,19,248,17.1,0.537,0.461,NA,NA,NA,9,NA,0.5,0.3,0.8,0.164
