Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1964-65,25,STL,NBA,PF,4,NA,35,4,11,0.364,6,9,0.667,18,6,9,14
1965-66,26,TOT,NBA,PF,61,NA,969,171,400,0.428,142,190,0.747,364,72,179,484
1965-66,26,STL,NBA,PF,15,NA,213,37,78,0.474,27,32,0.844,85,10,43,101
1965-66,26,DET,NBA,PF,46,NA,756,134,322,0.416,115,158,0.728,279,62,136,383
1966-67,27,DET,NBA,PF,68,NA,1553,256,585,0.438,164,234,0.701,483,88,246,676
1967-68,28,TOT,NBA,PF,85,NA,2473,396,867,0.457,250,384,0.651,709,160,344,1042
1967-68,28,DET,NBA,PF,55,NA,1671,275,597,0.461,183,278,0.658,540,114,239,733
1967-68,28,CIN,NBA,PF,30,NA,802,121,270,0.448,67,106,0.632,169,46,105,309
1968-69,29,TOT,NBA,PF,77,NA,2482,380,820,0.463,202,330,0.612,686,166,300,962
1968-69,29,CIN,NBA,PF,51,NA,1681,239,531,0.45,130,223,0.583,419,103,193,608
1968-69,29,SEA,NBA,PF,26,NA,801,141,289,0.488,72,107,0.673,267,63,107,354
1969-70,30,TOT,NBA,PF,69,NA,1499,264,595,0.444,206,284,0.725,425,112,204,734
1969-70,30,SEA,NBA,PF,49,NA,1278,217,507,0.428,183,249,0.735,362,95,164,617
1969-70,30,LAL,NBA,PF,20,NA,221,47,88,0.534,23,35,0.657,63,17,40,117
1970-71,31,TOT,NBA,PF,75,NA,1517,202,436,0.463,146,205,0.712,382,86,196,550
1970-71,31,LAL,NBA,PF,8,NA,66,18,35,0.514,7,10,0.7,23,10,11,43
1970-71,31,BAL,NBA,PF,67,NA,1451,184,401,0.459,139,195,0.713,359,76,185,507
1971-72,32,BAL,NBA,PF,65,NA,1227,162,360,0.45,121,148,0.818,323,83,175,445
1972-73,33,BAL,NBA,PF,55,NA,541,85,182,0.467,41,59,0.695,156,33,101,211
Career,NA,,NBA,,559,NA,12296,1920,4256,0.451,1278,1843,0.693,3546,806,1754,5118
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,BAL,NBA,,187,NA,3219,431,943,0.457,301,402,0.749,838,192,461,1163
3 seasons,NA,DET,NBA,,169,NA,3980,665,1504,0.442,462,670,0.69,1302,264,621,1792
2 seasons,NA,CIN,NBA,,81,NA,2483,360,801,0.449,197,329,0.599,588,149,298,917
2 seasons,NA,SEA,NBA,,75,NA,2079,358,796,0.45,255,356,0.716,629,158,271,971
2 seasons,NA,LAL,NBA,,28,NA,287,65,123,0.528,30,45,0.667,86,27,51,160
2 seasons,NA,STL,NBA,,19,NA,248,41,89,0.461,33,41,0.805,103,16,52,115
