Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1973-74,22,SEA,NBA,PG,62,NA,23,3.2,8.2,0.388,1.6,2.5,0.645,1.2,1.8,2.9,5.7,1.9,0.2,NA,3.3,8
1974-75,23,SEA,NBA,PG,82,NA,25.1,2.8,6.7,0.421,1.1,1.9,0.608,1.2,2,3.2,6.1,2.3,0.1,NA,3.1,6.8
1975-76,24,SEA,NBA,PG,82,NA,33.9,5.3,12.4,0.427,2.4,4.2,0.578,1.4,3.1,4.5,8.1,3.2,0.2,NA,3.3,13
1976-77,25,SEA,NBA,PG,79,NA,33.3,5.4,12.8,0.422,2.2,3.7,0.587,1,2.9,3.9,8,2.7,0.3,NA,3.2,13
1977-78,26,TOT,NBA,PG,71,NA,22.3,3.1,7.9,0.392,1.3,2.2,0.59,0.8,1.7,2.5,4.1,1.5,0.4,2.4,2.6,7.5
1977-78,26,SEA,NBA,PG,32,NA,25.3,3.4,8.5,0.404,0.9,1.7,0.566,0.7,1.9,2.5,4.2,1.7,0.4,2.9,2.8,7.8
1977-78,26,NOJ,NBA,PG,39,NA,19.9,2.8,7.3,0.381,1.6,2.6,0.602,1,1.5,2.5,4.1,1.4,0.4,1.9,2.5,7.2
1978-79,27,HOU,NBA,PG,61,NA,17.1,1.5,3.7,0.405,0.7,1.1,0.612,0.6,1.1,1.7,4,1.2,0.2,1.2,2.3,3.7
Career,NA,,NBA,,437,NA,26.3,3.7,8.9,0.413,1.6,2.7,0.597,1,2.2,3.2,6.1,2.2,0.3,1.8,3,8.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,SEA,NBA,,337,NA,28.8,4.2,10,0.417,1.8,3,0.595,1.1,2.4,3.6,6.7,2.5,0.2,2.9,3.2,10.1
1 season,NA,HOU,NBA,,61,NA,17.1,1.5,3.7,0.405,0.7,1.1,0.612,0.6,1.1,1.7,4,1.2,0.2,1.2,2.3,3.7
1 season,NA,NOJ,NBA,,39,NA,19.9,2.8,7.3,0.381,1.6,2.6,0.602,1,1.5,2.5,4.1,1.4,0.4,1.9,2.5,7.2
