Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1974-75,23,SEA,NBA,PG,9,282,17.5,0.479,0.28,3.7,8.3,6.1,33.2,4.4,0.8,NA,NA,NA,0.1,0.3,0.4,0.07,NA,0.1,2.2,2.2,0.3
1975-76,24,SEA,NBA,PG,6,197,15,0.449,0.333,2.9,8,5.4,35.3,2.8,0.6,NA,NA,NA,-0.1,0,-0.1,-0.015,NA,-2,-0.2,-2.2,0
1978-79,27,HOU,NBA,PG,2,43,10.5,0.429,0.2,7.6,7.4,7.5,26.7,4.6,1.2,30,20.6,NA,-0.1,0,-0.1,-0.069,NA,-3.7,2.2,-1.5,0
Career,NA,,NBA,,17,522,16,0.463,0.294,3.8,8.1,5.9,33.5,3.8,0.7,30,20.6,NA,-0.1,0.4,0.3,0.027,NA,-1,1.3,0.2,0.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,SEA,NBA,,15,479,16.5,0.466,0.302,3.4,8.2,5.8,34.1,3.7,0.7,NA,NA,NA,0,0.4,0.4,0.035,NA,-0.8,1.2,0.4,0.3
1 season,NA,HOU,NBA,,2,43,10.5,0.429,0.2,7.6,7.4,7.5,26.7,4.6,1.2,30,20.6,NA,-0.1,0,-0.1,-0.069,NA,-3.7,2.2,-1.5,0
