Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1973-74,22,SEA,NBA,PG,62,NA,1424,5,12.9,0.388,2.5,3.9,0.645,1.8,2.8,4.6,8.9,2.9,0.3,NA,5.2,12.5
1974-75,23,SEA,NBA,PG,82,NA,2056,4.1,9.6,0.421,1.6,2.7,0.608,1.7,2.9,4.6,8.7,3.3,0.2,NA,4.4,9.8
1975-76,24,SEA,NBA,PG,82,NA,2776,5.6,13.2,0.427,2.6,4.5,0.578,1.5,3.3,4.7,8.6,3.4,0.2,NA,3.5,13.8
1976-77,25,SEA,NBA,PG,79,NA,2627,5.9,13.9,0.422,2.4,4,0.587,1.1,3.1,4.2,8.6,2.9,0.3,NA,3.5,14.1
1977-78,26,TOT,NBA,PG,71,NA,1584,5,12.7,0.392,2.1,3.5,0.59,1.4,2.7,4.1,6.7,2.5,0.7,3.8,4.2,12
1977-78,26,SEA,NBA,PG,32,NA,809,4.9,12.1,0.404,1.3,2.4,0.566,0.9,2.7,3.6,5.9,2.4,0.6,4.1,3.9,11.1
1977-78,26,NOJ,NBA,PG,39,NA,775,5.1,13.3,0.381,2.9,4.8,0.602,1.8,2.7,4.6,7.5,2.6,0.8,3.5,4.5,13
1978-79,27,HOU,NBA,PG,61,NA,1046,3.2,7.8,0.405,1.4,2.3,0.612,1.2,2.3,3.5,8.4,2.5,0.5,2.4,4.9,7.7
Career,NA,,NBA,,437,NA,11513,5,12.1,0.413,2.2,3.7,0.597,1.4,2.9,4.4,8.4,3,0.3,3.3,4.1,12.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,SEA,NBA,,337,NA,9692,5.2,12.5,0.417,2.2,3.7,0.595,1.4,3,4.4,8.4,3.1,0.3,4.1,4,12.6
1 season,NA,HOU,NBA,,61,NA,1046,3.2,7.8,0.405,1.4,2.3,0.612,1.2,2.3,3.5,8.4,2.5,0.5,2.4,4.9,7.7
1 season,NA,NOJ,NBA,,39,NA,775,5.1,13.3,0.381,2.9,4.8,0.602,1.8,2.7,4.6,7.5,2.6,0.8,3.5,4.5,13
