Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1973-74,22,SEA,NBA,PG,62,NA,1424,198,510,0.388,100,155,0.645,72,110,182,351,115,13,NA,207,496
1974-75,23,SEA,NBA,PG,82,NA,2056,232,551,0.421,93,153,0.608,95,167,262,499,190,12,NA,254,557
1975-76,24,SEA,NBA,PG,82,NA,2776,433,1015,0.427,199,344,0.578,112,253,365,661,261,16,NA,270,1065
1976-77,25,SEA,NBA,PG,79,NA,2627,428,1015,0.422,172,293,0.587,81,226,307,630,214,25,NA,256,1028
1977-78,26,TOT,NBA,PG,71,NA,1584,219,558,0.392,92,156,0.59,60,119,179,294,108,31,168,184,530
1977-78,26,SEA,NBA,PG,32,NA,809,110,272,0.404,30,53,0.566,21,60,81,133,53,14,92,88,250
1977-78,26,NOJ,NBA,PG,39,NA,775,109,286,0.381,62,103,0.602,39,59,98,161,55,17,76,96,280
1978-79,27,HOU,NBA,PG,61,NA,1046,92,227,0.405,41,67,0.612,35,68,103,243,73,14,71,143,225
Career,NA,,NBA,,437,NA,11513,1602,3876,0.413,697,1168,0.597,455,943,1398,2678,961,111,239,1314,3901
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,SEA,NBA,,337,NA,9692,1401,3363,0.417,594,998,0.595,381,816,1197,2274,833,80,92,1075,3396
1 season,NA,HOU,NBA,,61,NA,1046,92,227,0.405,41,67,0.612,35,68,103,243,73,14,71,143,225
1 season,NA,NOJ,NBA,,39,NA,775,109,286,0.381,62,103,0.602,39,59,98,161,55,17,76,96,280
