Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1974-75,23,SEA,NBA,PG,9,NA,282,5.5,11.9,0.462,1.8,3.3,0.538,1.3,2.9,4.2,8.2,3.4,0.5,NA,3.8,12.8
1975-76,24,SEA,NBA,PG,6,NA,197,5.5,12.6,0.435,2,4.2,0.478,0.9,2.4,3.3,9,2.2,0.4,NA,5.1,13
1978-79,27,HOU,NBA,PG,2,NA,43,5,12.6,0.4,1.7,2.5,0.667,3.3,2.5,5.9,5.9,3.3,0.8,5.9,6.7,11.7
Career,NA,,NBA,,17,NA,522,5.4,12.2,0.446,1.9,3.6,0.519,1.3,2.7,4,8.3,3,0.5,5.9,4.6,12.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,SEA,NBA,,15,NA,479,5.5,12.2,0.451,1.9,3.7,0.51,1.1,2.7,3.8,8.5,2.9,0.5,NA,4.4,12.9
1 season,NA,HOU,NBA,,2,NA,43,5,12.6,0.4,1.7,2.5,0.667,3.3,2.5,5.9,5.9,3.3,0.8,5.9,6.7,11.7
