Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Lance Blanks,,0.4,0.2,0.1
Jeff McInnis,89.6,0.3,0.2,0.1
Julyan Stone,89.2,0.4,0.2,0.1
Drew Barry,86.2,0.3,0.2,0.1
Milt Williams,84.4,0.4,0.2,0.1
Derrick Dial,80.4,0.4,0.1,0.1
Anthony Parker,77.9,0.4,0.2,0
Bob Duffy,75.3,0.3,0.1,0.1
Alan Anderson,74.7,0.4,0.3,0.1
Randy Woods,73.4,0.3,0.2,0.1
Elliot Williams,72.7,0.3,0.3,0.1
