,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2001-02,28,SAS,NBA,C,27,153,,,,3%,97%,-12.1,-20.0,6,3,9,2,12,0,8,2,4
2002-03,29,ATL,NBA,C,11,70,,,,,100%,-9.8,-6.2,1,0,8,0,2,0,11,0,2
2003-04,30,PHI,NBA,C,59,636,,,,38%,63%,-4.1,-1.7,10,8,50,1,13,0,47,3,12
Career,,,NBA,,97,859,,,,28%,72%,-6.0,-5.3,17,11,67,3,27,0,66,5,18
,,,,,,,,,,,,,,,,,,,,,,
1 season,,PHI,NBA,,59,636,,,,38%,63%,-4.1,-1.7,10,8,50,1,13,0,47,3,12
1 season,,SAS,NBA,,27,153,,,,3%,97%,-12.1,-20.0,6,3,9,2,12,0,8,2,4
1 season,,ATL,NBA,,11,70,,,,,100%,-9.8,-6.2,1,0,8,0,2,0,11,0,2
