Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Tex Ritter,,2.4,2.3,1
Trey Burke,95.3,2.4,2.1,0.9
Jordan Clarkson,93.7,2.4,2.1,1.2
Brandon Rush,92.8,2.6,2.5,0.9
Dick Garrett,89.8,2.4,2.3,1.6
John Paxson,89.8,2.3,2.2,0.6
Eric Piatkowski,89.7,2.3,2,1.2
Anthony Peeler,89.4,2.7,2.4,0.8
Louie Nelson,89.0,2.9,2.3,1.1
Hollis Thompson,89.0,2.6,2,1.2
Bojan Bogdanović,88.3,2.9,2.4,0.9
