,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1948-49,24,NYK,BAA,,8,,6,11,,,,22
1949-50,25,NYK,NBA,,11,,9,12,,,,26
1950-51,26,NYK,NBA,,5,,6,10,,,,14
Career,,,TOT,,11,,9,12,,,,26
,,,NBA,,11,,9,12,,,,26
,,,BAA,,8,,6,11,,,,22
,,,,,,,,,,,,
