Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1947-48,23,NYK,BAA,NA,29,NA,NA,0.327,0.217,NA,NA,NA,NA,NA,0.2,0.5,0.7,NA
1948-49,24,NYK,BAA,NA,47,NA,NA,0.292,0.217,NA,NA,NA,NA,NA,-1.7,0.9,-0.8,NA
1949-50,25,NYK,NBA,NA,65,NA,NA,0.378,0.299,NA,NA,NA,NA,NA,0,0.8,0.9,NA
1950-51,26,ROC,NBA,NA,52,NA,NA,0.335,0.259,NA,NA,NA,NA,NA,-0.8,0.4,-0.5,NA
1951-52,27,ROC,NBA,NA,8,32,2.3,0.291,0.333,NA,NA,NA,NA,NA,-0.1,0,-0.1,-0.092
Career,NA,,TOT,NA,201,32,2.3,0.335,0.253,NA,NA,NA,NA,NA,-2.4,2.7,0.2,-0.092
,NA,,NBA,NA,125,32,2.3,0.361,0.285,NA,NA,NA,NA,NA,-0.9,1.2,0.3,-0.092
,NA,,BAA,NA,76,NA,NA,0.304,0.217,NA,NA,NA,NA,NA,-1.5,1.4,-0.1,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,NYK,BAA,NA,141,NA,NA,0.335,0.251,NA,NA,NA,NA,NA,-1.5,2.3,0.8,NA
2 seasons,NA,ROC,NBA,NA,60,32,2.3,0.333,0.262,NA,NA,NA,NA,NA,-0.9,0.4,-0.5,-0.092
