Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1947-48,23,NYK,BAA,NA,3,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA
1948-49,24,NYK,BAA,NA,4,NA,NA,NA,NA,0.417,NA,NA,0.8,NA,NA,NA,NA
1949-50,25,NYK,NBA,NA,5,NA,NA,NA,NA,0.143,NA,NA,0.333,NA,NA,NA,NA
1950-51,26,ROC,NBA,NA,9,NA,NA,NA,NA,0.389,NA,NA,0.714,NA,NA,NA,NA
Career,NA,,TOT,NA,21,NA,NA,NA,NA,0.295,NA,NA,0.625,NA,NA,NA,NA
,NA,,NBA,NA,14,NA,NA,NA,NA,0.32,NA,NA,0.6,NA,NA,NA,NA
,NA,,BAA,NA,7,NA,NA,NA,NA,0.263,NA,NA,0.667,NA,NA,NA,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,NYK,BAA,NA,12,NA,NA,NA,NA,0.231,NA,NA,0.556,NA,NA,NA,NA
1 season,NA,ROC,NBA,NA,9,NA,NA,NA,NA,0.389,NA,NA,0.714,NA,NA,NA,NA
