Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1947-48,23,NYK,BAA,NA,29,NA,NA,40,138,0.29,19,30,0.633,NA,3,41,99
1948-49,24,NYK,BAA,NA,47,NA,NA,70,277,0.253,37,60,0.617,NA,33,84,177
1949-50,25,NYK,NBA,NA,65,NA,NA,98,291,0.337,53,87,0.609,NA,67,132,249
1950-51,26,ROC,NBA,NA,52,NA,NA,49,174,0.282,32,45,0.711,81,34,61,130
1951-52,27,ROC,NBA,NA,8,NA,32,2,9,0.222,2,3,0.667,4,3,6,6
Career,NA,,TOT,NA,201,NA,32,259,889,0.291,143,225,0.636,85,140,324,661
,NA,,NBA,NA,125,NA,32,149,474,0.314,87,135,0.644,85,104,199,385
,NA,,BAA,NA,76,NA,NA,110,415,0.265,56,90,0.622,NA,36,125,276
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,NYK,BAA,NA,141,NA,NA,208,706,0.295,109,177,0.616,NA,103,257,525
2 seasons,NA,ROC,NBA,NA,60,NA,32,51,183,0.279,34,48,0.708,85,37,67,136
