Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1947-48,23,NYK,BAA,NA,3,NA,NA,0,0.143,NA,NA,NA,NA,NA,-0.2,0,-0.2,NA
1948-49,24,NYK,BAA,NA,4,NA,NA,0.493,0.417,NA,NA,NA,NA,NA,0.1,0,0.1,NA
1949-50,25,NYK,NBA,NA,5,NA,NA,0.18,0.429,NA,NA,NA,NA,NA,-0.1,0,-0.1,NA
1950-51,26,ROC,NBA,NA,9,NA,NA,0.451,0.389,NA,NA,NA,NA,NA,0,0.1,0.1,NA
Career,NA,,TOT,NA,21,NA,NA,0.353,0.364,NA,NA,NA,NA,NA,-0.1,0,-0.1,NA
,NA,,NBA,NA,14,NA,NA,0.374,0.4,NA,NA,NA,NA,NA,-0.1,0,0,NA
,NA,,BAA,NA,7,NA,NA,0.323,0.316,NA,NA,NA,NA,NA,-0.1,0,-0.1,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,NYK,BAA,NA,12,NA,NA,0.284,0.346,NA,NA,NA,NA,NA,-0.2,0,-0.2,NA
1 season,NA,ROC,NBA,NA,9,NA,NA,0.451,0.389,NA,NA,NA,NA,NA,0,0.1,0.1,NA
