Season,Team,Lg,Salary
2006-07,Dallas Mavericks,NBA,"$412,718"
2007-08,Dallas Mavericks,NBA,"$687,456"
2008-09,Dallas Mavericks,NBA,"$1,500,000"
2009-10,Dallas Mavericks,NBA,"$1,657,500"
2010-11,Dallas Mavericks,NBA,"$1,815,000"
2011-12,Minnesota Timberwolves,NBA,"$4,300,000"
2012-13,Minnesota Timberwolves,NBA,"$4,493,500"
2013-14,Minnesota Timberwolves,NBA,"$4,687,000"
2014-15,Dallas Mavericks,NBA,"$1,310,286"
2015-16,Dallas Mavericks,NBA,"$4,000,000"
2016-17,Dallas Mavericks,NBA,"$4,096,950"
2017-18,Dallas Mavericks,NBA,"$3,903,900"
2018-19,Dallas Mavericks,NBA,"$3,710,850"
Career,(may be incomplete),,"$36,575,160"
