Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2006-07,22,DAL,NBA,PG,33,1,191,7.9,21.9,0.359,1.7,5.9,0.286,6.2,16,0.386,4.5,6.7,0.667,2,5.1,7,6.7,0.3,0.3,3.9,5.3,21.9,NA,94,108
2007-08,23,DAL,NBA,PG,44,9,460,8.2,19.7,0.418,2.4,6.2,0.389,5.8,13.4,0.431,3.2,4.1,0.8,0.5,5,5.4,6.7,1.6,0.1,4.1,5.6,22.1,NA,99,108
2008-09,24,DAL,NBA,SG,79,15,1600,8.1,18.3,0.442,1.8,5.1,0.357,6.3,13.2,0.474,2.3,3.1,0.753,1.2,4.6,5.8,8.8,1.2,0.2,3.4,4,20.2,NA,106,112
2009-10,25,DAL,NBA,PG,78,18,1546,7.8,17.7,0.44,1.9,5.3,0.357,5.9,12.4,0.476,2.6,3,0.844,0.6,4.3,4.9,8.7,1.2,0.2,3.4,4,20,NA,104,110
2010-11,26,DAL,NBA,PG,81,2,1669,9,20.4,0.439,2.1,6,0.349,6.9,14.5,0.476,4.2,4.9,0.847,0.9,4.1,5,10,0.9,0,4.3,4.3,24.2,NA,106,109
2011-12,27,MIN,NBA,PG,41,11,1032,8.3,20.8,0.4,2.6,7.1,0.371,5.7,13.7,0.415,3.8,4.9,0.776,0.7,5,5.7,11.6,1,0,5.1,3,23.1,NA,101,110
2012-13,28,MIN,NBA,PG,74,2,1713,9.5,22.9,0.417,2.9,8.5,0.346,6.6,14.4,0.458,3.2,4,0.784,1,5.2,6.2,8.9,1,0,4.4,4,25.2,NA,101,109
2013-14,29,MIN,NBA,PG,79,1,1471,8.5,22,0.387,2.4,7.7,0.316,6.1,14.2,0.426,2.6,3.4,0.79,0.5,4.6,5.2,10.2,0.9,0,4.2,4.3,22.1,NA,98,110
2014-15,30,DAL,NBA,PG,77,10,1362,8.3,19.8,0.42,2,6.2,0.323,6.3,13.7,0.463,2.8,3.5,0.809,0.9,4.1,5,9.7,1.2,0,2.6,3.9,21.5,NA,109,110
2015-16,31,DAL,NBA,PG,74,16,1667,9.7,21.7,0.446,3.1,7.9,0.385,6.6,13.8,0.481,2.3,2.9,0.771,0.8,3.8,4.6,9.2,0.8,0.1,3.5,3.4,24.7,NA,106,111
2016-17,32,DAL,NBA,PG,35,6,771,9.6,23.2,0.414,3.6,10,0.358,6,13.2,0.456,3,3.4,0.863,0.6,5.1,5.7,13,0.9,0.1,4.3,2,25.7,NA,106,112
2017-18,33,DAL,NBA,PG,69,10,1603,9.5,21.6,0.439,3.6,9.8,0.367,5.9,11.8,0.499,2.5,3.2,0.784,0.5,5.8,6.3,13.6,1.1,0.1,4.5,2.6,25.1,NA,109,112
2018-19,34,DAL,NBA,PG,38,0,752,10.4,24.8,0.418,2.5,8.3,0.297,7.9,16.6,0.479,3.5,5,0.705,0.8,5.3,6.1,13.6,1.4,0.1,4.6,3.2,26.8,NA,105,113
2019-20,35,DAL,NBA,PG,26,4,391,9.2,22.2,0.413,3.6,9.4,0.382,5.6,12.8,0.437,2.1,2.2,0.944,1.2,4.7,5.9,12.3,0.5,0.2,4.3,3.1,24,NA,110,115
Career,NA,,NBA,,828,105,16228,8.9,21,0.424,2.6,7.3,0.352,6.3,13.7,0.462,2.9,3.7,0.794,0.8,4.7,5.5,10.3,1,0.1,4,3.7,23.3,NA,104,111
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11 seasons,NA,DAL,NBA,,634,91,12012,8.9,20.6,0.432,2.5,7.1,0.356,6.4,13.5,0.472,2.9,3.6,0.798,0.8,4.6,5.4,10.4,1.1,0.1,3.8,3.6,23.2,NA,106,111
3 seasons,NA,MIN,NBA,,194,14,4216,8.9,22.1,0.402,2.7,7.9,0.341,6.2,14.2,0.436,3.1,4,0.783,0.8,5,5.7,10,1,0,4.5,3.9,23.6,NA,100,110
