,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1966-67,23,CHI,NBA,,0,3,4,5,,,2,2,,,3,4
1967-68,24,CHI,NBA,,4,7,3,3,,,1,4,,,3,8
Career,,,,,4,7,4,5,,,2,4,,,3,8
