Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1965-66,22,NYK,NBA,SF,70,NA,877,6.6,16.1,0.412,2.2,3.2,0.692,NA,NA,7.5,2.8,NA,NA,4.6,15.4
1966-67,23,CHI,NBA,SF,60,NA,986,6.8,16.2,0.419,2.5,3.3,0.756,NA,NA,7.3,1.4,NA,NA,5.2,16.1
1967-68,24,CHI,NBA,SF,78,NA,1631,6.6,14.8,0.449,2.7,3.8,0.724,NA,NA,8.3,2.2,NA,NA,4.9,16
1968-69,25,CHI,NBA,SF,75,NA,1444,5.9,15.7,0.374,2,3.1,0.656,NA,NA,7.9,3.1,NA,NA,4.1,13.8
1969-70,26,SEA,NBA,SF,78,NA,1487,6.5,14.4,0.454,2.7,3.4,0.793,NA,NA,7.7,2.8,NA,NA,4.6,15.8
1970-71,27,SEA,NBA,SF,78,NA,1286,6.9,14.7,0.47,2.3,3.2,0.728,NA,NA,6.8,2.6,NA,NA,4.7,16.2
1971-72,28,SEA,NBA,SF,82,NA,1447,6.3,12,0.521,1.9,2.2,0.844,NA,NA,7.2,1.6,NA,NA,4.9,14.4
1972-73,29,CLE,NBA,SF,72,NA,1119,6.7,13,0.516,1.7,2.2,0.779,NA,NA,6.8,3.7,NA,NA,4.4,15.2
1973-74,30,CLE,NBA,SF,71,NA,913,6.4,13.6,0.471,2.4,2.9,0.849,1.7,4.9,6.5,3.2,1.4,0.1,5.4,15.3
1974-75,31,POR,NBA,SF,77,NA,952,6.4,13.4,0.473,1.7,2.3,0.75,1.2,4.8,6.1,2.9,2.6,0.1,5.3,14.4
1975-76,32,POR,NBA,SF,49,NA,443,5.7,11.6,0.49,2.5,2.8,0.886,2.2,3.5,5.7,2.7,2.2,0.6,4.6,13.9
Career,NA,,NBA,,790,NA,12585,6.5,14.3,0.454,2.3,3,0.756,1.6,4.6,7.2,2.6,2,0.2,4.8,15.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,SEA,NBA,,238,NA,4220,6.6,13.7,0.479,2.3,2.9,0.785,NA,NA,7.2,2.3,NA,NA,4.7,15.4
3 seasons,NA,CHI,NBA,,213,NA,4061,6.4,15.4,0.414,2.4,3.4,0.709,NA,NA,7.9,2.3,NA,NA,4.7,15.2
2 seasons,NA,CLE,NBA,,143,NA,2032,6.6,13.3,0.495,2,2.5,0.816,1.7,4.9,6.7,3.5,1.4,0.1,4.8,15.2
2 seasons,NA,POR,NBA,,126,NA,1395,6.1,12.9,0.478,2,2.5,0.8,1.5,4.4,6,2.8,2.5,0.2,5.1,14.2
1 season,NA,NYK,NBA,,70,NA,877,6.6,16.1,0.412,2.2,3.2,0.692,NA,NA,7.5,2.8,NA,NA,4.6,15.4
