Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1965-66,22,NYK,NBA,SF,70,NA,877,161,391,0.412,54,78,0.692,NA,NA,183,67,NA,NA,113,376
1966-67,23,CHI,NBA,SF,60,NA,986,186,444,0.419,68,90,0.756,NA,NA,201,39,NA,NA,143,440
1967-68,24,CHI,NBA,SF,78,NA,1631,301,670,0.449,123,170,0.724,NA,NA,375,98,NA,NA,223,725
1968-69,25,CHI,NBA,SF,75,NA,1444,235,628,0.374,82,125,0.656,NA,NA,318,125,NA,NA,163,552
1969-70,26,SEA,NBA,SF,78,NA,1487,270,595,0.454,111,140,0.793,NA,NA,316,116,NA,NA,188,651
1970-71,27,SEA,NBA,SF,78,NA,1286,247,526,0.47,83,114,0.728,NA,NA,243,92,NA,NA,169,577
1971-72,28,SEA,NBA,SF,82,NA,1447,252,484,0.521,76,90,0.844,NA,NA,288,64,NA,NA,198,580
1972-73,29,CLE,NBA,SF,72,NA,1119,209,405,0.516,53,68,0.779,NA,NA,211,115,NA,NA,136,471
1973-74,30,CLE,NBA,SF,71,NA,913,163,346,0.471,62,73,0.849,42,124,166,80,36,2,136,388
1974-75,31,POR,NBA,SF,77,NA,952,168,355,0.473,45,60,0.75,33,128,161,76,68,2,139,381
1975-76,32,POR,NBA,SF,49,NA,443,70,143,0.49,31,35,0.886,27,43,70,33,27,7,57,171
Career,NA,,NBA,,790,NA,12585,2262,4987,0.454,788,1043,0.756,102,295,2532,905,131,11,1665,5312
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,SEA,NBA,,238,NA,4220,769,1605,0.479,270,344,0.785,NA,NA,847,272,NA,NA,555,1808
3 seasons,NA,CHI,NBA,,213,NA,4061,722,1742,0.414,273,385,0.709,NA,NA,894,262,NA,NA,529,1717
2 seasons,NA,CLE,NBA,,143,NA,2032,372,751,0.495,115,141,0.816,42,124,377,195,36,2,272,859
2 seasons,NA,POR,NBA,,126,NA,1395,238,498,0.478,76,95,0.8,60,171,231,109,95,9,196,552
1 season,NA,NYK,NBA,,70,NA,877,161,391,0.412,54,78,0.692,NA,NA,183,67,NA,NA,113,376
