Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1965-66,22,NYK,NBA,SF,70,NA,12.5,2.3,5.6,0.412,0.8,1.1,0.692,NA,NA,2.6,1,NA,NA,1.6,5.4
1966-67,23,CHI,NBA,SF,60,NA,16.4,3.1,7.4,0.419,1.1,1.5,0.756,NA,NA,3.4,0.7,NA,NA,2.4,7.3
1967-68,24,CHI,NBA,SF,78,NA,20.9,3.9,8.6,0.449,1.6,2.2,0.724,NA,NA,4.8,1.3,NA,NA,2.9,9.3
1968-69,25,CHI,NBA,SF,75,NA,19.3,3.1,8.4,0.374,1.1,1.7,0.656,NA,NA,4.2,1.7,NA,NA,2.2,7.4
1969-70,26,SEA,NBA,SF,78,NA,19.1,3.5,7.6,0.454,1.4,1.8,0.793,NA,NA,4.1,1.5,NA,NA,2.4,8.3
1970-71,27,SEA,NBA,SF,78,NA,16.5,3.2,6.7,0.47,1.1,1.5,0.728,NA,NA,3.1,1.2,NA,NA,2.2,7.4
1971-72,28,SEA,NBA,SF,82,NA,17.6,3.1,5.9,0.521,0.9,1.1,0.844,NA,NA,3.5,0.8,NA,NA,2.4,7.1
1972-73,29,CLE,NBA,SF,72,NA,15.5,2.9,5.6,0.516,0.7,0.9,0.779,NA,NA,2.9,1.6,NA,NA,1.9,6.5
1973-74,30,CLE,NBA,SF,71,NA,12.9,2.3,4.9,0.471,0.9,1,0.849,0.6,1.7,2.3,1.1,0.5,0,1.9,5.5
1974-75,31,POR,NBA,SF,77,NA,12.4,2.2,4.6,0.473,0.6,0.8,0.75,0.4,1.7,2.1,1,0.9,0,1.8,4.9
1975-76,32,POR,NBA,SF,49,NA,9,1.4,2.9,0.49,0.6,0.7,0.886,0.6,0.9,1.4,0.7,0.6,0.1,1.2,3.5
Career,NA,,NBA,,790,NA,15.9,2.9,6.3,0.454,1,1.3,0.756,0.5,1.5,3.2,1.1,0.7,0.1,2.1,6.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,SEA,NBA,,238,NA,17.7,3.2,6.7,0.479,1.1,1.4,0.785,NA,NA,3.6,1.1,NA,NA,2.3,7.6
3 seasons,NA,CHI,NBA,,213,NA,19.1,3.4,8.2,0.414,1.3,1.8,0.709,NA,NA,4.2,1.2,NA,NA,2.5,8.1
2 seasons,NA,CLE,NBA,,143,NA,14.2,2.6,5.3,0.495,0.8,1,0.816,0.6,1.7,2.6,1.4,0.5,0,1.9,6
2 seasons,NA,POR,NBA,,126,NA,11.1,1.9,4,0.478,0.6,0.8,0.8,0.5,1.4,1.8,0.9,0.8,0.1,1.6,4.4
1 season,NA,NYK,NBA,,70,NA,12.5,2.3,5.6,0.412,0.8,1.1,0.692,NA,NA,2.6,1,NA,NA,1.6,5.4
