,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2009-10,23,MIL,NBA,31:19,5,9,0,1,5,9,4,6,3,6,8,2,1,0,2,4,13,11.0
2012-13,26,MIL,NBA,40:23,3,7,0,2,3,7,6,8,2,5,6,3,2,0,2,4,12,11.1
2015-16,29,LAC,NBA,20:06,2,2,0,0,2,2,1,1,2,5,5,1,3,0,1,3,4,3.5
2016-17,30,LAC,NBA,37:47,6,9,2,4,5,7,4,4,3,5,8,2,3,2,1,4,15,14.5
2017-18,31,HOU,NBA,21:46,3,6,1,2,2,4,2,3,1,4,4,2,2,1,2,4,8,6.3
Career,,,,40:23,6,9,2,4,5,9,6,8,3,6,8,3,3,2,2,4,15,14.5
2 Seasons,,LAC,NBA,37:47,6,9,2,4,5,7,4,4,3,5,8,2,3,2,1,4,15,14.5
2 Seasons,,MIL,NBA,40:23,5,9,0,2,5,9,6,8,3,6,8,3,2,0,2,4,13,11.1
1 Season,,HOU,NBA,21:46,3,6,1,2,2,4,2,3,1,4,4,2,2,1,2,4,8,6.3
