Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008-09,22,MIL,NBA,PF,82,52,2114,227,491,0.462,0,4,0,227,487,0.466,0.462,140,192,0.729,189,298,487,87,87,45,100,204,594
2009-10,23,MIL,NBA,PF,73,62,1866,177,369,0.48,6,17,0.353,171,352,0.486,0.488,93,133,0.699,171,229,400,81,60,39,70,181,453
2010-11,24,MIL,NBA,PF,79,52,2093,198,428,0.463,0,7,0,198,421,0.47,0.463,133,188,0.707,169,251,420,68,72,28,77,180,529
2011-12,25,MIL,NBA,PF,43,22,1009,133,261,0.51,1,4,0.25,132,257,0.514,0.511,66,103,0.641,77,150,227,29,40,22,39,93,333
2012-13,26,MIL,NBA,SF,58,45,1326,151,377,0.401,13,37,0.351,138,340,0.406,0.418,72,126,0.571,89,167,256,55,42,14,70,82,387
2013-14,27,TOT,NBA,PF-SF,64,7,1003,87,193,0.451,4,17,0.235,83,176,0.472,0.461,46,67,0.687,56,90,146,36,30,14,40,68,224
2013-14,27,SAC,NBA,SF,9,5,196,15,32,0.469,1,3,0.333,14,29,0.483,0.484,9,13,0.692,9,18,27,15,9,5,4,18,40
2013-14,27,MIN,NBA,PF,55,2,807,72,161,0.447,3,14,0.214,69,147,0.469,0.457,37,54,0.685,47,72,119,21,21,9,36,50,184
2014-15,28,PHI,NBA,PF,67,61,1916,251,636,0.395,62,202,0.307,189,434,0.435,0.443,96,163,0.589,82,246,328,106,81,21,99,104,660
2015-16,29,LAC,NBA,PF,75,61,1274,94,207,0.454,13,40,0.325,81,167,0.485,0.486,30,57,0.526,60,111,171,30,44,19,34,100,231
2016-17,30,LAC,NBA,SF,80,76,1787,191,378,0.505,43,110,0.391,148,268,0.552,0.562,59,87,0.678,44,126,170,39,81,35,46,122,484
2017-18,31,HOU,NBA,PF,61,15,1564,166,345,0.481,63,173,0.364,103,172,0.599,0.572,65,95,0.684,22,164,186,55,72,25,68,100,460
2018-19,32,LAC,NBA,PF,4,0,61,8,18,0.444,2,6,0.333,6,12,0.5,0.5,2,5,0.4,2,5,7,2,1,1,2,8,20
Career,NA,,NBA,,686,453,16013,1683,3703,0.454,207,617,0.335,1476,3086,0.478,0.482,802,1216,0.66,961,1837,2798,588,610,263,645,1242,4375
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,MIL,NBA,,335,233,8408,886,1926,0.46,20,69,0.29,866,1857,0.466,0.465,504,742,0.679,695,1095,1790,320,301,148,356,740,2296
3 seasons,NA,LAC,NBA,,159,137,3122,293,603,0.486,58,156,0.372,235,447,0.526,0.534,91,149,0.611,106,242,348,71,126,55,82,230,735
1 season,NA,PHI,NBA,,67,61,1916,251,636,0.395,62,202,0.307,189,434,0.435,0.443,96,163,0.589,82,246,328,106,81,21,99,104,660
1 season,NA,HOU,NBA,,61,15,1564,166,345,0.481,63,173,0.364,103,172,0.599,0.572,65,95,0.684,22,164,186,55,72,25,68,100,460
1 season,NA,MIN,NBA,,55,2,807,72,161,0.447,3,14,0.214,69,147,0.469,0.457,37,54,0.685,47,72,119,21,21,9,36,50,184
1 season,NA,SAC,NBA,,9,5,196,15,32,0.469,1,3,0.333,14,29,0.483,0.484,9,13,0.692,9,18,27,15,9,5,4,18,40
