,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,25,SAS,NBA,PG,79,2060,36%,60%,4%,,,+5.6,-7.0,69,24,44,6,55,0,672,11,25
2001-02,26,SAS,NBA,SG,82,2175,9%,72%,19%,,,+7.5,+0.7,37,20,47,8,63,0,519,16,27
2002-03,27,POR,NBA,SG,67,872,17%,77%,5%,,,0.0,-3.8,19,9,25,1,24,0,187,2,12
2003-04,28,SEA,NBA,PG,71,1512,57%,41%,2%,,,+1.4,+3.3,35,18,31,6,62,0,715,13,18
2004-05,29,SEA,NBA,PG,75,2026,62%,38%,,,,+5.3,+5.4,38,30,30,5,100,0,755,23,28
2005-06,30,WAS,NBA,SG,80,2283,14%,84%,2%,,,+2.9,+2.0,45,23,45,13,121,43,653,27,25
2006-07,31,WAS,NBA,SG,80,1761,46%,54%,,,,-0.5,+0.4,32,17,31,7,109,34,667,27,31
2007-08,32,WAS,NBA,PG,71,2161,95%,5%,,,,+0.7,+2.5,57,15,30,11,89,25,792,23,21
2008-09,33,TOT,NBA,PG,74,1021,91%,9%,,,,-12.4,-10.4,32,18,20,6,44,19,407,9,13
2008-09,33,WAS,NBA,PG,13,288,95%,5%,,,,-12.9,-5.0,10,2,10,1,17,4,107,6,3
2008-09,33,NOH,NBA,PG,61,733,89%,11%,,,,-12.2,-17.2,22,16,10,5,27,15,300,3,10
2010-11,35,PHI,NBA,PG,4,35,100%,,,,,+20.5,+19.0,0,0,0,0,1,1,4,0,0
Career,,,NBA,,683,15906,46%,50%,4%,,,+2.3,0.0,364,174,303,63,668,122,5371,151,200
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,WAS,NBA,,244,6493,54%,46%,1%,,,+0.5,+1.5,144,57,116,32,336,106,2219,83,80
2 seasons,,SAS,NBA,,161,4235,22%,66%,12%,,,+6.5,-3.1,106,44,91,14,118,0,1191,27,52
2 seasons,,SEA,NBA,,146,3538,60%,39%,1%,,,+3.7,+4.5,73,48,61,11,162,0,1470,36,46
1 season,,POR,NBA,,67,872,17%,77%,5%,,,0.0,-3.8,19,9,25,1,24,0,187,2,12
1 season,,NOH,NBA,,61,733,89%,11%,,,,-12.2,-17.2,22,16,10,5,27,15,300,3,10
1 season,,PHI,NBA,,4,35,100%,,,,,+20.5,+19.0,0,0,0,0,1,1,4,0,0
