Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2010-11,20,UTA,NBA,SF,72,1218,10.7,0.578,0.253,0.331,4,9.8,6.9,10.2,1.3,1.3,17.3,15.3,NA,0.8,0.4,1.2,0.048,NA,-1.2,-1.1,-2.2,-0.1
2011-12,21,UTA,NBA,SF,66,2015,15.5,0.568,0.271,0.396,3.3,9.9,6.6,15.9,1.4,1.6,13.7,17.8,NA,3.8,1,4.9,0.116,NA,1.7,-0.1,1.5,1.8
2012-13,22,UTA,NBA,SF,72,2104,16.8,0.564,0.318,0.38,2.8,9.8,6.3,16.7,1.5,1.4,11.7,22.1,NA,4.2,1.2,5.4,0.123,NA,2.5,-0.5,2,2.1
2013-14,23,UTA,NBA,SF,77,2800,16.2,0.52,0.271,0.369,2.5,14,8,24.1,2.1,1.1,15,23.1,NA,2.2,1.5,3.6,0.062,NA,1,-0.2,0.8,2
2014-15,24,UTA,NBA,SF,76,2618,20.2,0.567,0.304,0.425,2.4,14,8.2,21.7,2.2,0.9,13.8,26.2,NA,5.8,2.9,8.7,0.159,NA,3.5,0.5,4,4
2015-16,25,UTA,NBA,SF,80,2893,18.3,0.559,0.341,0.397,2.5,13.5,8,18.2,1.7,0.8,12.5,25.7,NA,5.5,3.4,8.9,0.147,NA,2.4,0.2,2.6,3.3
2016-17,26,UTA,NBA,SF,73,2516,22.2,0.595,0.324,0.371,2.3,15.4,9,18.2,1.5,0.6,9.4,27.6,NA,7.1,3.3,10.4,0.199,NA,4.6,0.5,5,4.5
2017-18,27,BOS,NBA,SF,1,5,7.3,0.5,0.5,0,0,21.6,10.9,0,0,0,0,17.9,NA,0,0,0,0.056,NA,-6.6,-0.8,-7.4,0
2018-19,28,BOS,NBA,PF,72,1863,15.6,0.575,0.364,0.294,2.9,15.5,9.2,18.4,1.6,1.1,12.8,19,NA,2.6,2.3,4.9,0.126,NA,0.4,0.4,0.8,1.3
2019-20,29,BOS,NBA,SF,45,1501,18.2,0.593,0.311,0.183,3.2,17.6,10.5,19,1.1,1.2,10.8,20.9,NA,3.1,1.9,5,0.16,NA,2.6,0.3,2.9,1.8
Career,NA,,NBA,,634,19533,17.5,0.566,0.311,0.362,2.8,13.4,8.1,18.7,1.7,1.1,12.7,22.8,NA,35,17.9,52.9,0.13,NA,2.2,0.1,2.2,20.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,UTA,NBA,,516,16164,17.7,0.563,0.306,0.387,2.7,12.8,7.7,18.7,1.7,1.1,12.9,23.4,NA,29.4,13.7,43,0.128,NA,2.3,0,2.3,17.6
3 seasons,NA,BOS,NBA,,118,3369,16.7,0.584,0.338,0.24,3.1,16.5,9.8,18.6,1.4,1.2,11.8,19.9,NA,5.7,4.2,9.9,0.141,NA,1.3,0.4,1.7,3.2
