Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Bryn Forbes,,3.8,2.1,0.1,NA
Alfred McGuire,90.3,3.4,1.9,0.1,NA
Mel Riebe,89.2,4.2,2.2,0,NA
Bobby Rascoe,85.5,4.2,1.9,-0.2,NA
Jim Thomas,82.0,3.5,1.6,0,-0.1
Pat Connaughton,81.8,3.9,2.5,0.6,-0.2
Paul Thompson,81.1,3.7,1.1,0.1,NA
Billy Ray Bates,80.3,3.6,2.4,0.9,0
Ron Sobie,78.0,3.6,2.6,0.9,0.1
Stan Stutz,76.8,3.9,1.7,1.1,NA
Al Butler,76.2,4.1,2.1,1.1,-0.3
