Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Bryn Forbes,,3.8,2.1,0.1
Paul Seymour,90.8,3.8,1.8,0.4
Devin Brown,90.5,3.7,1.7,-0.1
Greivis Vásquez,90.5,3.8,2.3,0.5
Alfred McGuire,90.3,3.4,1.9,0.1
Mike Riordan,89.6,3.8,1.7,-0.1
Ronnie Lester,89.5,3.9,1.7,0
Roger Phegley,89.5,3.7,2.6,0
Mel Riebe,89.2,4.2,2.2,0
Maurice Evans,88.9,3.2,2.1,0.1
Charlie Criss,87.4,3.7,2.8,0.1
