,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2012-13,23,IND,NBA,SG,51,619,2%,97%,1%,,,+0.9,-4.7,16,8,26,3,15,1,113,2,18
2013-14,24,TOT,NBA,SG,45,392,,92%,9%,,,-3.4,-4.3,5,3,9,2,12,1,51,2,14
2013-14,24,IND,NBA,SG,38,342,,94%,6%,,,-0.6,-5.8,4,3,8,2,10,1,41,2,12
2013-14,24,SAC,NBA,SG,7,50,,77%,23%,,,-22.9,-20.0,1,0,1,0,2,0,10,0,2
2015-16,26,TOT,NBA,SG,7,101,24%,76%,,,,-18.0,-12.5,1,3,5,0,3,0,4,0,3
2015-16,26,PHO,NBA,SG,2,47,41%,59%,,,,-3.1,+4.2,1,0,2,0,2,0,0,0,1
2015-16,26,NOP,NBA,SG,5,54,9%,91%,,,,-30.3,-26.8,0,3,3,0,1,0,4,0,2
Career,,,NBA,,103,1112,3%,93%,4%,,,-2.3,-5.3,22,14,40,5,30,2,168,4,35
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,IND,NBA,,89,961,1%,96%,3%,,,+0.3,-5.1,20,11,34,5,25,2,154,4,30
1 season,,SAC,NBA,,7,50,,77%,23%,,,-22.9,-20.0,1,0,1,0,2,0,10,0,2
1 season,,NOP,NBA,,5,54,9%,91%,,,,-30.3,-26.8,0,3,3,0,1,0,4,0,2
1 season,,PHO,NBA,,2,47,41%,59%,,,,-3.1,+4.2,1,0,2,0,2,0,0,0,1
