Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1961-62,24,SYR,NBA,PG,77,NA,1265,172,401,0.429,133,172,0.773,194,176,203,477
1962-63,25,SYR,NBA,PG,80,NA,1581,237,503,0.471,181,222,0.815,200,227,221,655
1963-64,26,PHI,NBA,PG,74,NA,1973,324,732,0.443,210,266,0.789,246,291,211,858
1964-65,27,TOT,NBA,PG,76,NA,2034,365,772,0.473,234,303,0.772,198,233,218,964
1964-65,27,PHI,NBA,PG,40,NA,1100,213,434,0.491,148,184,0.804,102,139,119,574
1964-65,27,SFW,NBA,PG,36,NA,934,152,338,0.45,86,119,0.723,96,94,99,390
1965-66,28,SFW,NBA,PG,66,NA,1729,343,817,0.42,265,317,0.836,208,184,174,951
1966-67,29,SFW,NBA,PG,78,NA,2421,386,911,0.424,312,390,0.8,272,342,266,1084
Career,NA,,NBA,,451,NA,11003,1827,4136,0.442,1335,1670,0.799,1318,1453,1293,4989
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,"SYR,PHI",NBA,,271,NA,5919,946,2070,0.457,672,844,0.796,742,833,754,2564
3 seasons,NA,SFW,NBA,,180,NA,5084,881,2066,0.426,663,826,0.803,576,620,539,2425
